"raw_row_number","date","time","location","county_name","subject_age","subject_race","subject_sex","type","violation","speed","posted_speed","vehicle_color","vehicle_make","vehicle_model","vehicle_type","vehicle_registration_state","vehicle_year","raw_RACE","Dark"
4511429,2014-10-15,19H 5M 0S,"190 N/B @ N4.5|190|1 - INTERSTATE","Erie County",44,"hispanic","male","vehicular","SPEED NOT REASONABLE & PRUDENT",NA,NA,"bk - black","toyt",NA,"1 - passenger","NY",2013,"- - HISPANIC",0
4512087,2014-10-29,19H 35M 0S,"STATE HIGHWAY 3|3|2 - STATE","Franklin County",27,"white","male","vehicular","UNSAFE TIRE (DRIVER-REAR)",NA,NA,"gy - grey","dodg",NA,"1 - passenger","NY",2006,"- - WHITE",0
4512382,2014-10-20,19H 30M 0S,"COLSEVILLE RD|52|3 - COUNTY","Broome County",31,"black","male","vehicular","BACKING UNSAFELY",NA,NA,NA,"fre",NA,"6 - truck/tractor","NJ",2007,"- - BLACK",0
4512482,2014-10-16,19H 0M 0S,"INTERSTATE 87 NORTHBOUND|87|1 - INTERSTATE","Westchester County",65,"hispanic","male","vehicular","OPERATING IN EXCESS OF PERMITTED HUT GROSS WEIGHT",NA,NA,"wh - white","mits",NA,"5 - truck","NJ",2005,"- - HISPANIC",0
4512525,2014-10-21,19H 51M 0S,"I390 N/B|390|1 - INTERSTATE","Livingston County",47,"white","male","vehicular","SPEED IN ZONE",80,65,"gy - grey","chev",NA,"1 - passenger","NY",2015,"- - WHITE",0
4512700,2014-11-02,19H 28M 0S,"MAIN ST|20|2 - STATE","Otsego County",20,"black","male","vehicular","SPEED IN ZONE",50,30,"gy - grey","kia",NA,"1 - passenger","RI",2015,"- - BLACK",0
4512984,2014-10-23,19H 22M 0S,"NSP E/B AT EXIT 32|NSPK|9 - PARKWAY","Nassau County",40,"other","female","vehicular","IMPROPER PASSING",NA,NA,"wh - white","hond",NA,"1 - passenger","NY",2014,"- - OTHER",0
4513405,2014-11-04,19H 43M 0S,"ST-13NB|13|2 - STATE","Tompkins County",45,"white","female","vehicular","NO DISTINCTIVE PLATE/INSECURE/DIRTY-OBSTRUCTED",NA,NA,"gy - grey","hond",NA,"1 - passenger","NY",2014,"- - WHITE",0
4513512,2014-10-15,19H 39M 0S,"I 90 W|90|1 - INTERSTATE","Rensselaer County",22,"white","male","vehicular","SPEED IN ZONE",84,65,"gy - grey","chev",NA,"1 - passenger","NJ",2014,"- - WHITE",0
4513540,2014-10-13,19H 33M 0S,"STATE ROUTE 40|40|2 - STATE","Washington County",85,"white","male","vehicular","UNLICENSED OPERATOR",NA,NA,"gr - green","ford",NA,"p - pick-up truck","NY",1998,"- - WHITE",0
4513581,2014-10-12,19H 24M 0S,"I-90, THE NEW YORK STATE THRUWAY|90|1 - INTERSTATE","Ontario County",63,"white","male","vehicular","IMPROPER PASSING",NA,NA,"bl - blue","gmc",NA,"p - pick-up truck","NY",2014,"- - WHITE",0
4513596,2014-10-19,19H 20M 0S,"TRANSIT ROAD|78|2 - STATE","Erie County",47,"black","male","vehicular","DRIVING WHILE INTOXICATED (MISD)",NA,NA,"bk - black","toyt",NA,"1 - passenger","NJ",2014,"- - BLACK",0
4513666,2014-11-16,19H 5M 0S,"NYS THRUWAY I-87|87|1 - INTERSTATE","Albany County",63,"other","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","volk",NA,"1 - passenger","NY",2010,"- - OTHER",1
4513876,2014-10-13,19H 17M 0S,"I-90|90|1 - INTERSTATE","Herkimer County",46,"asian/pacific islander","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gy - grey","gmc",NA,"1 - passenger",NA,2004,"- - ASIAN - EAST INDIAN",0
4513946,2014-10-16,19H 15M 0S,"I 90 W|90|1 - INTERSTATE","Genesee County",54,"white","male","vehicular","SPEED IN ZONE",85,65,"bk - black","toyt",NA,"1 - passenger","NY",2012,"- - WHITE",0
4514090,2014-11-28,19H 4M 0S,"490 WEST|490|1 - INTERSTATE","Monroe County",22,"white","male","vehicular","SPEED IN ZONE",63,40,"wh - white","buic",NA,"1 - passenger","NY",2002,"- - WHITE",1
4515000,2014-11-04,19H 43M 0S,"SR9/20|9|2 - STATE","Rensselaer County",48,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","dodg",NA,"1 - passenger","NY",2003,"- - WHITE",0
4515784,2014-11-01,19H 20M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",47,"white","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"bl - blue","suba",NA,"1 - passenger","NY",2014,"- - WHITE",0
4516201,2014-10-10,19H 24M 0S,"I-90 WB MM 422.5|90|1 - INTERSTATE","Erie County",20,"asian/pacific islander","female","vehicular","SPEED OVER 55 ZONE",73,55,"wh - white","mnni",NA,"1 - passenger","NY",2014,"- - ASIAN - EAST INDIAN",0
4516586,2014-11-10,19H 57M 0S,"SR 12|12|2 - STATE","Jefferson County",44,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"rd - red","chev",NA,"1 - passenger","NY",2011,"- - WHITE",1
4516667,2014-10-25,19H 35M 0S,"SR 19|19|2 - STATE","Allegany County",56,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bk - black","intr",NA,"9 - all others","NY",2000,"- - WHITE",0
4516668,2014-11-28,19H 37M 0S,"I-81 N/B MPM 48|81|1 - INTERSTATE","Cortland County",39,"black","male","vehicular","SPEED IN ZONE",80,65,"rd - red","kia",NA,"v - van","NY",2009,"- - BLACK",1
4517128,2014-10-17,19H 50M 0S,"STATE ROUTE 9 N/B|9|2 - STATE","Saratoga County",24,"black","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2012,"- - BLACK",0
4517292,2014-10-03,19H 57M 0S,"STATE ROUTE 19|19|2 - STATE","Allegany County",28,"white","male","vehicular","SPEED OVER 55 ZONE",70,55,"gy - grey","toyt",NA,"1 - passenger","PA",2006,"- - WHITE",0
4517461,2014-10-11,19H 49M 0S,"ROBERT MOSES PKWY|RMPK|9 - PARKWAY","Niagara County",51,"white","male","vehicular","SPEED OVER 55 ZONE",77,55,"gr - green","jeep",NA,"1 - passenger","NY",2002,"- - WHITE",0
4517507,2014-10-21,19H 55M 0S,NA,"Ulster County",46,"other","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2010,"- - OTHER",0
4517684,2014-10-16,19H 0M 0S,NA,"Dutchess County",39,"white","male","vehicular","SPEED NOT REASONABLE & PRUDENT",NA,NA,"bl - blue","ford",NA,"1 - passenger","NY",2000,"- - WHITE",0
4517836,2014-10-04,19H 57M 0S,"I-90WB|90|1 - INTERSTATE","Herkimer County",32,"white","female","vehicular","VISIBILTY DISTORTED BROKEN GLASS",NA,NA,"bk - black","mnni",NA,"1 - passenger","NJ",2012,"- - WHITE",0
4517867,2014-11-09,19H 44M 0S,"SAGTIKOS PARKWAY|SAPK|9 - PARKWAY","Suffolk County",60,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bl - blue","strn",NA,"1 - passenger","NY",2001,"- - WHITE",1
4518038,2014-11-19,19H 35M 0S,"STATE 28 W/B|28|2 - STATE","Ulster County",20,"white","male","vehicular","SPEED OVER 55 ZONE",68,55,"gr - green","buic",NA,"1 - passenger","NY",1995,"- - WHITE",1
4518238,2014-11-08,19H 20M 0S,"STATE ROUTE 211|211|2 - STATE","Orange County",35,"hispanic","male","vehicular","MOVED FROM LANE UNSAFELY",NA,NA,"gy - grey","gmc",NA,"1 - passenger","NY",2005,"- - HISPANIC",1
4518574,2014-11-15,19H 53M 0S,"ST-62|62|2 - STATE","Erie County",22,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bk - black","golde",NA,"9 - all others","NY",2003,"- - WHITE",1
4519106,2014-11-23,19H 39M 0S,"INTERSTATE 84 E/B|84|1 - INTERSTATE","Dutchess County",34,"hispanic","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"wh - white","isu",NA,"5 - truck","CT",2008,"- - HISPANIC",1
4519666,2014-11-05,19H 47M 0S,"ST HWY 17 E/B|17|2 - STATE","Sullivan County",40,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bk - black","chev",NA,"5 - truck","NY",2007,"- - WHITE",0
4520199,2014-11-11,19H 9M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",39,"white","male","vehicular","SPEED IN ZONE",80,65,"bk - black","jeep",NA,"1 - passenger","NY",NA,"- - WHITE",1
4520574,2014-10-09,19H 29M 0S,"281|281|2 - STATE","Cortland County",24,"white","female","vehicular","NO/INADEQUATE LIGHTS-PASSENGER SIDE HEADLIGHT",NA,NA,"bk - black","acur",NA,"1 - passenger","NY",2005,"- - WHITE",0
4520654,2014-11-05,19H 42M 0S,"I-90|90|1 - INTERSTATE","Madison County",53,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"tn - tan","toyt",NA,"1 - passenger","NY",2001,"- - WHITE",0
4520800,2014-10-17,19H 27M 0S,"I-88 W/B MP 102|88|1 - INTERSTATE","Schoharie County",43,"white","male","vehicular","SPEED IN ZONE",75,65,"gy - grey","dodg",NA,"p - pick-up truck","NY",2001,"- - WHITE",0
4520920,2014-11-01,19H 50M 0S,"RT 11|11|2 - STATE","Broome County",21,"white","female","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"wh - white","chry",NA,"1 - passenger","NY",1991,"- - WHITE",0
4521204,2014-10-08,19H 40M 0S,"PIP NB|PIPK|9 - PARKWAY","Orange County",42,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"gy - grey","jeep",NA,"1 - passenger","NY",2004,"- - WHITE",0
4521489,2014-10-13,19H 32M 0S,"I-86 W/B|86|1 - INTERSTATE","Steuben County",19,"black","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"gr - green","merz",NA,"1 - passenger","NY",1996,"- - BLACK",0
4521971,2014-11-10,19H 26M 0S,"ST 590 SB|590|2 - STATE","Monroe County",52,"black","male","vehicular","VISIBILTY DISTORTED BROKEN GLASS",NA,NA,"br- brown","ford",NA,"1 - passenger","NY",2000,"- - BLACK",1
4522219,2014-10-07,19H 47M 0S,NA,"Broome County",29,"white","female","vehicular","NO/INSUFFICIENT TAIL LAMPS PASSENGER SIDE",NA,NA,"rd - red","kia",NA,"1 - passenger","NY",2007,"- - WHITE",0
4522296,2014-10-13,19H 2M 0S,NA,"Saratoga County",41,"white","female","vehicular","FLD TO STOP @ STOP SIGN",NA,NA,"rd - red","hond",NA,"1 - passenger","NY",2013,"- - WHITE",0
4522394,2014-11-11,19H 1M 0S,"ST RT 211|211|2 - STATE","Orange County",27,"black","male","vehicular","AGGRAVATED UNLIC OP 3RD (MISD)",NA,NA,"bk - black","toyt",NA,"1 - passenger","NY",1999,"- - BLACK",1
4522562,2014-11-01,19H 40M 0S,"ROUTE 243|243|2 - STATE","Allegany County",72,"white","male","vehicular","FAILED TO KEEP RIGHT",NA,NA,"rd - red","chev",NA,"p - pick-up truck","NY",2003,"- - WHITE",0
4522666,2014-10-26,19H 47M 0S,"I-87 N/B|87|1 - INTERSTATE","Orange County",31,"other","male","vehicular","SIDEWINGS/SIDEWINDOWS/NON/TRASNPRNT",NA,NA,"wh - white","hond",NA,"1 - passenger","NY",2014,"- - OTHER",0
4522847,2014-10-17,19H 13M 0S,"SR 37|37|2 - STATE","St Lawrence County",22,"white","male","vehicular","AGGRAVATED UNLIC OP 3RD (MISD)",NA,NA,"wh - white","dodg",NA,"1 - passenger","NY",2001,"- - WHITE",0
4523295,2014-10-14,19H 48M 0S,"STATE ROUTE 5|5|2 - STATE","Herkimer County",56,"white","female","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"gy - grey","hyun",NA,"1 - passenger","NY",2004,"- - WHITE",0
4523362,2014-11-29,19H 45M 0S,"I 684 N/B|684|1 - INTERSTATE","Putnam County",19,"white","male","vehicular","NO/INADEQUATE EQUIPMENT",NA,NA,"gy - grey","hyun",NA,"1 - passenger","NY",2013,"- - WHITE",1
4523408,2014-11-30,19H 42M 0S,"ST-14 S/B|14|2 - STATE","Schuyler County",43,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"rd - red","mazd",NA,"1 - passenger","NY",2006,"- - WHITE",1
4523458,2014-11-22,19H 32M 0S,"ROUTE 31F|31F|2 - STATE","Wayne County",22,"white","female","vehicular","UNINSPECTED MOTOR VEHICLE EXP OCT '14",NA,NA,"gy - grey","pont",NA,"1 - passenger","NY",2008,"- - WHITE",1
4524085,2014-11-20,19H 41M 0S,"I-90WB|90|1 - INTERSTATE","Herkimer County",38,"white","male","vehicular","SPEED IN ZONE",78,65,"wh - white","toyt",NA,"1 - passenger","NY",2010,"- - WHITE",1
4524572,2014-11-06,19H 32M 0S,"SR-281|281|2 - STATE","Cortland County",27,"white","male","vehicular","AGGRAVATED UNLIC OP 3RD (MISD)",NA,NA,"rd - red","jeep",NA,"1 - passenger","NY",2002,"- - WHITE",0
4524590,2014-11-25,19H 17M 0S,NA,"Jefferson County",39,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","ford",NA,"1 - passenger","NY",1999,"- - WHITE",1
4524592,2014-10-13,19H 56M 0S,"I-90 E/B (NYS THRUWAY)|90|1 - INTERSTATE","Montgomery County",53,"white","male","vehicular","SPEED IN ZONE",82,65,"bk - black","chev",NA,"p - pick-up truck","NY",2011,"- - WHITE",0
4524676,2014-10-23,19H 50M 0S,"SARAH WELLS TRAIL|8|3 - COUNTY","Orange County",17,"hispanic","male","vehicular","OPERATING/VIOLATION OF RESTRICTIONS",NA,NA,"gy - grey","volk",NA,"1 - passenger","NY",2004,"- - HISPANIC",0
4525726,2014-11-08,19H 15M 0S,"I-87|87|1 - INTERSTATE","Ulster County",23,"black","female","vehicular","SPEED IN ZONE",82,65,"gy - grey","ford",NA,"1 - passenger","KY",2014,"- - BLACK",1
4525769,2014-11-09,19H 30M 0S,"SR-390 S/B|390|2 - STATE","Monroe County",27,"white","male","vehicular","SPEED OVER 55 ZONE",75,55,"gy - grey","niss",NA,"1 - passenger","NY",2013,"- - WHITE",1
4525919,2014-10-13,19H 17M 0S,"I-90|90|1 - INTERSTATE","Herkimer County",46,"asian/pacific islander","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","gmc",NA,"1 - passenger",NA,2004,"- - ASIAN - EAST INDIAN",0
4525996,2014-10-13,19H 57M 0S,"I 90 E/B|90|1 - INTERSTATE","Albany County",23,"black","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","strn",NA,"1 - passenger","NY",2007,"- - BLACK",0
4526666,2014-10-26,19H 10M 0S,"TACONIC STATE PARKWAY|TSPK|9 - PARKWAY","Columbia County",58,"white","male","vehicular","OBSTRUCTED REAR PLATE(BLURRING PLASTIC COVER)",NA,NA,"bk - black","infi",NA,"1 - passenger","NY",2008,"- - WHITE",0
4526743,2014-11-17,19H 4M 0S,"STATE HIGHWAY 7|7|2 - STATE","Otsego County",61,"white","female","vehicular","NO/INADEQUATE LIGHTS PASS",NA,NA,"bk - black","suba",NA,"1 - passenger","NY",2008,"- - WHITE",1
4527169,2014-10-31,19H 55M 0S,"SR-281|281|2 - STATE","Cortland County",46,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bl - blue","strn",NA,"1 - passenger","NY",2004,"- - WHITE",0
4527611,2014-10-26,19H 48M 0S,"87S|87|1 - INTERSTATE","Rockland County",33,"white","male","vehicular","DRIV'G IN SHOULDER / LMT ACESS HGWH",NA,NA,"gy - grey","toyo",NA,"1 - passenger","NY",2014,"- - WHITE",0
4527617,2014-10-16,19H 30M 0S,"ST RT 332|332|2 - STATE","Ontario County",27,"white","male","vehicular","NO TAIL LAMP",NA,NA,"wh - white","ford",NA,"2 - bus","NM",1995,"- - WHITE",0
4527793,2014-10-30,19H 43M 0S,"ROCHESTER RD|15A|2 - STATE","Livingston County",43,"white","male","vehicular","FAILED TO KEEP RIGHT",NA,NA,"or - orange","ford",NA,"p - pick-up truck","NY",2007,"- - WHITE",0
4527833,2014-11-14,19H 44M 0S,"I-81|81|1 - INTERSTATE","Onondaga County",49,"white","female","vehicular","BACK SEAT PASS AGE 4-7 NO/IMPROPER RESTRAINT",NA,NA,"rd - red","ford",NA,"1 - passenger","NY",2003,"- - WHITE",1
4528007,2014-11-02,19H 24M 0S,NA,"Erie County",22,"white","male","vehicular","INADEQUATE/NO MUFFLER-AFTER MARKET",NA,NA,"bl - blue","suba",NA,"1 - passenger","NY",2004,"- - WHITE",0
4528022,2014-10-09,19H 20M 0S,"I-90 WESTBOUND|90|1 - INTERSTATE","Onondaga County",44,"white","male","vehicular","NO/INADEQUATE HEAD LIGHT",NA,NA,"gr - green","chev",NA,"1 - passenger","NY",2004,"- - WHITE",0
4528026,2014-11-25,19H 59M 0S,"SOUTHERN ST EB AT SPLIT TO SAG|SSPK|9 - PARKWAY","Suffolk County",27,"hispanic","female","vehicular","UNLICENSED OPERATOR",NA,NA,"rd - red","mits",NA,"1 - passenger","NY",NA,"- - HISPANIC",1
4528282,2014-10-16,19H 50M 0S,"I-787|787|1 - INTERSTATE","Albany County",23,"black","female","vehicular","NO/INADEQUATE HEADLIGHT(RT SIDE)",NA,NA,"bl - blue","niss",NA,"1 - passenger","NY",2001,"- - BLACK",0
4528540,2014-11-19,19H 16M 0S,"I87|87|1 - INTERSTATE","Ulster County",22,"black","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"rd - red","ford",NA,"1 - passenger","NY",2014,"- - BLACK",1
4528701,2014-10-27,19H 13M 0S,"SSP E/B EXIT 14|SSPK|9 - PARKWAY","Nassau County",25,"black","male","vehicular","UNAUTHORIZED USE OF NON-PASSENGER VEH- REGION 9",NA,NA,"wh - white","ford",NA,"1 - passenger","NY",2002,"- - BLACK",0
4529308,2014-10-25,19H 40M 0S,"I-90|90|1 - INTERSTATE","Onondaga County",24,"black","female","vehicular","UNINSPECTED MOTOR VEHICLE (TEMP 04/07/14)",NA,NA,"gr - green","chev",NA,"1 - passenger","NY",2003,"- - BLACK",0
4529410,2014-11-18,19H 43M 0S,"SR 37 C|37C|2 - STATE","St Lawrence County",22,"white","female","vehicular","NO/INADEQUATE LIGHTS(DR SIDE)",NA,NA,"tn - tan","dodg",NA,"v - van","NY",2003,"- - WHITE",1
4529962,2014-10-16,19H 34M 0S,"MAIN STREET|9|2 - STATE","Warren County",56,"white","female","vehicular","NO/INADEQUATE LIGHTS - DRIVERS SIDE",NA,NA,"gr - green","toyt",NA,"1 - passenger","NY",2008,"- - WHITE",0
4530154,2014-10-28,19H 30M 0S,"CO RD 40|40|3 - COUNTY","Allegany County",21,"white","male","vehicular","INADEQUATE/NO MUFFLER",NA,NA,"wh - white","suba",NA,"1 - passenger","NY",2000,"- - WHITE",0
4530259,2014-11-26,19H 55M 0S,"I-90 W/B|90|1 - INTERSTATE","Ontario County",60,"white","male","vehicular","SPEED IN ZONE",84,65,"gy - grey","toyt",NA,"1 - passenger","VT",2011,"- - WHITE",1
4530396,2014-10-20,19H 9M 0S,"ST RT 38|38|2 - STATE","Cayuga County",26,"white","male","vehicular","UNREGISTERED MOTOR VEHICLE",NA,NA,"gy - grey","ford",NA,"p - pick-up truck","NY",2006,"- - WHITE",0
4530660,2014-11-20,19H 21M 0S,NA,"Onondaga County",50,"white","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","volv",NA,"1 - passenger","NY",1993,"- - WHITE",1
4530835,2014-11-04,19H 16M 0S,"I-787|787|1 - INTERSTATE","Albany County",28,"black","male","vehicular","NO/INADEQUATE LIGHTS(HEADLIGHT)",NA,NA,"gy - grey","chev",NA,"1 - passenger","NY",2008,"- - BLACK",0
4530962,2014-11-15,19H 49M 0S,"SR-31|31|2 - STATE","Wayne County",34,"white","male","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"gr - green","dodg",NA,"1 - passenger","NY",2000,"- - WHITE",1
4531250,2014-10-20,19H 0M 0S,"I-87|87|1 - INTERSTATE","Saratoga County",44,"white","male","vehicular","UNLICENSED OPERATOR",NA,NA,"wh - white","gmc",NA,"p - pick-up truck","VT",2012,"- - WHITE",0
4531967,2014-11-04,19H 35M 0S,NA,"Albany County",21,"other","male","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"bk - black","acur",NA,"1 - passenger","NY",1999,"- - OTHER",0
4532249,2014-10-14,19H 41M 0S,"INTERSTATE 88|88|1 - INTERSTATE","Otsego County",21,"white","male","vehicular","SPEED IN ZONE",80,65,"tn - tan","chev",NA,"1 - passenger","PA",2005,"- - WHITE",0
4532671,2014-10-01,19H 46M 0S,"STATE ROUTE 11|11|2 - STATE","Franklin County",29,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"rd - red","ford",NA,"p - pick-up truck","NY",1998,"- - WHITE",0
4532838,2014-10-20,19H 55M 0S,"I-87|87|1 - INTERSTATE","Westchester County",41,"asian/pacific islander","female","vehicular","SPEED OVER 55 ZONE",70,55,"rd - red","toyt",NA,"1 - passenger","NY",2012,"- - ASIAN - EAST INDIAN",0
4533407,2014-10-23,19H 39M 0S,"SH 58|58|2 - STATE","St Lawrence County",29,"white","female","vehicular","NO/INSUFFICIENT TAIL LAMPS",NA,NA,"bl - blue","jeep",NA,"1 - passenger","NY",2005,"- - WHITE",0
4533523,2014-10-18,19H 49M 0S,"SR 37|37|2 - STATE","St Lawrence County",44,"white","male","vehicular","NO/INADEQUATE LIGHTS (PASSENGER SIDE)",NA,NA,"gy - grey","niss",NA,"1 - passenger","NY",2005,"- - WHITE",0
4533729,2014-10-02,19H 40M 0S,"MORICHES RIVERHEAD ROAD|51|3 - COUNTY","Suffolk County",31,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"wh - white","hyun",NA,"1 - passenger","NY",2006,"- - WHITE",0
4533738,2014-11-22,19H 52M 0S,"SBP SB|SBPK|9 - PARKWAY","Westchester County",21,"white","male","vehicular","UNLICENSED OPERATOR",NA,NA,"bk - black","hond",NA,"1 - passenger","NY",2014,"- - WHITE",1
4534059,2014-10-18,19H 51M 0S,NA,"Greene County",32,"white","male","vehicular","UNLAWFUL OPER ON HIGHWAY ATV",NA,NA,"bk - black","pola",NA,"a - all terrain vehicle","NY",2013,"- - WHITE",0
4534256,2014-10-22,19H 25M 0S,NA,"Erie County",24,"white","male","vehicular","OPERATING WHILE REGISTRATION SUSP/REVOKED",NA,NA,"gy - grey","pont",NA,"1 - passenger","NY",2008,"- - WHITE",0
4534690,2014-10-19,19H 42M 0S,"SR20|20|2 - STATE","Otsego County",23,"white","male","vehicular","NO/INADEQUATE PLATE LAMPS",NA,NA,"bl - blue","toyt",NA,"1 - passenger","VA",2006,"- - WHITE",0
4534785,2014-10-03,19H 35M 0S,"I-90WB 462|90|1 - INTERSTATE","Chautauqua County",23,"white","female","vehicular","OP MV- MOBILE PHONE",NA,NA,"gy - grey","toyt",NA,"1 - passenger","NY",2007,"- - WHITE",0
4535190,2014-10-26,19H 29M 0S,NA,"Jefferson County",18,"white","female","vehicular","SPEED IN ZONE",50,30,"wh - white","ford",NA,"1 - passenger","NY",2012,"- - WHITE",0
4535269,2014-10-11,19H 51M 0S,"I-87|87|1 - INTERSTATE","Ulster County",32,"white","male","vehicular","SPEED IN ZONE",80,65,"gy - grey","chev",NA,"p - pick-up truck","NY",2000,"- - WHITE",0
4535638,2014-11-22,19H 7M 0S,"SR 9 N/B N/O MONTROSE|9|2 - STATE","Westchester County",30,"black","male","vehicular","SPEED OVER 55 ZONE",75,55,"wh - white","toyt",NA,"1 - passenger","NY",1996,"- - BLACK",1
4535795,2014-11-01,19H 4M 0S,"DRYDEN RD|366|2 - STATE","Tompkins County",70,"white","female","vehicular","SPEED IN ZONE",47,30,"bk - black","merz",NA,"1 - passenger","NY",2009,"- - WHITE",0
4536483,2014-11-17,19H 54M 0S,"I-90 W/B|90|1 - INTERSTATE","Rensselaer County",37,"white","male","vehicular","SPEED IN ZONE",83,65,"rd - red","ford",NA,"1 - passenger","RI",2011,"- - WHITE",1
4536548,2014-11-02,19H 45M 0S,"STATE ROUTE 12|12|2 - STATE","Oneida County",33,"white","female","vehicular","AGGRAVATED UNLICENSED OPERATION - 2ND DEGREE (MISD",NA,NA,"gl - gold","ford",NA,"v - van","NY",2007,"- - WHITE",0
4536971,2014-11-03,19H 19M 0S,NA,"Niagara County",20,"white","male","vehicular","SPEED IN ZONE",54,45,"rd - red","chev",NA,"1 - passenger","NY",2008,"- - WHITE",0
4537332,2014-10-26,19H 41M 0S,"I 390|390|1 - INTERSTATE","Steuben County",54,"white","female","vehicular","NO/INADEQUATE LIGHTS",NA,NA,"gy - grey","suba",NA,"1 - passenger","NY",2010,"- - WHITE",0
4537759,2014-10-04,19H 54M 0S,"ST 39 - WB|39|2 - STATE","Erie County",70,"white","female","vehicular","NO/INADEQUATE LIGHTS -  PASS HEAD LAMP",NA,NA,"wh - white","suba",NA,"1 - passenger","NY",2000,"- - WHITE",0
4537961,2014-10-12,19H 30M 0S,"HEIFER RD|-|4 - TOWN","Onondaga County",46,"white","female","vehicular","FAILED TO KEEP RIGHT",NA,NA,"wh - white","humm",NA,"1 - passenger","NY",2007,"- - WHITE",0
4538020,2014-11-14,19H 44M 0S,"SR 16|16|2 - STATE","Cattaraugus County",46,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"bl - blue","chry",NA,"1 - passenger","NY",2005,"- - WHITE",1
4538058,2014-11-20,19H 55M 0S,"I84 W/B 46.5|84|1 - INTERSTATE","Dutchess County",60,"white","male","vehicular","OPER MV WHILE USING PORTABLE ELEC DEV",NA,NA,"rd - red","dodg",NA,"1 - passenger","MA",2000,"- - WHITE",1
4538381,2014-11-25,19H 51M 0S,"STATE ROUTE 17|17|2 - STATE","Sullivan County",66,"white","male","vehicular","UNINSPECTED MOTOR VEHICLE",NA,NA,"gy - grey","jeep",NA,"1 - passenger","NY",2014,"- - WHITE",1
4538847,2014-11-07,19H 42M 0S,NA,"Rensselaer County",21,"white","female","vehicular","FOLLOWING TOO CLOSELY",NA,NA,"br- brown","volk",NA,"1 - passenger","NY",2012,"- - WHITE",1
4539188,2014-11-17,19H 9M 0S,"I87|87|1 - INTERSTATE","Warren County",62,"white","male","vehicular","SPEED IN ZONE",80,65,"gy - grey","niss",NA,"1 - passenger","MA",2014,"- - WHITE",1
4539854,2014-11-21,19H 39M 0S,"I87 NB|87|1 - INTERSTATE","Essex County",44,"white","male","vehicular","SPEED IN ZONE",81,65,"bk - black","acur",NA,"1 - passenger",NA,2012,"- - WHITE",1
4539965,2014-10-01,19H 50M 0S,"I-90 WB MM 425|90|1 - INTERSTATE","Erie County",37,"white","female","vehicular","UNLAWFUL SPEEDOMETER",NA,NA,"rd - red","chev",NA,"1 - passenger","NY",2008,"- - WHITE",0
4540049,2014-11-22,19H 11M 0S,"I-890|890|1 - INTERSTATE","Schenectady County",26,"white","male","vehicular","FAILED TO CHANGE ADDRESS/REG",NA,NA,"bl - blue","pont",NA,"1 - passenger","NY",2004,"- - WHITE",1
4540162,2014-10-11,19H 45M 0S,"SR-342|342|2 - STATE","Jefferson County",46,"white","male","vehicular","DROVE ACROSS HAZARD MARKING",NA,NA,"wh - white","kia",NA,"1 - passenger","NY",2003,"- - WHITE",0
