ages,list_price,num_reviews,piece_count,play_star_rating,prod_desc,prod_id,prod_long_desc,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country,Licensed
6-12,14.99,13,124,4.2,Defend Wakanda from attack with the Avengers!,76101,"Join Captain America and Black Widow’s battle to repel the Outriders and save Wakanda with this action-packed LEGO® Marvel Super Heroes 76101 Outrider Dropship Attack set!
Includes 4 minifigures: Captain America, Black Widow and 2 Outriders.
Dropship features an opening dual minifigure cockpit with the Infinity Stone element on a stand, foldout sides and 2 stud shooters.
Weapons include Captain America’s 2 Wakandan Shields and Black Widow's 2 batons.
The new-for-March-2018 Outrider minifigures each have 6 arms.
Recreate thrilling scenes from the Marvel Super Heroes Avengers: Infinity War movie.
Dropship measures over 4” (12cm) high, 2” (7cm) long and 2” (6cm) wide, and 1” (4cm) high, 7” (19cm) long and 9” (23cm) with sides folded out.",Easy,Outrider Dropship Attack,4.8,Marvel Super Heroes,4.8,US,Licensed
10+,9.99,3,101,4,Save the universe with LEGO® BrickHeadz Iron Man MK50!,41604,"This Iron Man MK50 LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including his electromechanic armor suit. He also has thrusters for a speedy getaway and stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Iron Man MK50 LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the blockbuster Avengers: Infinity War movie, including thrusters and iconic armor and mask.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",Average,Iron Man MK50,4.7,BrickHeadz,4.5,US,Non-Licensed
10+,9.99,2,105,3,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,41605,"This Thanos LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including purple skin, chest armor and Infinity Gauntlet with Infinity gem decorations. He also stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Thanos LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the blockbuster Avengers Infinity War movie, including purple skin, chest armor and Infinity Gauntlet with Infinity gem decorations.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",Easy,Thanos,5,BrickHeadz,5,US,Non-Licensed
10+,9.99,1,113,5,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,41606,"This Star-Lord LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of his iconic details from the blockbuster Avengers: Infinity War movie, including golden hair, battle helmet, red eyes and boot rockets. He also has dual detachable blasters and stands on a buildable collector's baseplate for easy display in your home, office or any galaxy you like.
Buildable Star-Lord LEGO® BrickHeadz construction character features authentic details from the blockbuster Avengers: Infinity War movie, including golden hair, battle helmet, red eyes and boot rockets, plus dual detachable blasters.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",Easy,Star-Lord,5,BrickHeadz,5,US,Non-Licensed
10+,9.99,1,136,NA,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,41607,"This Gamora LEGO® BrickHeadz construction character is fun to build using colorful LEGO bricks that recreate all of her iconic details from the blockbuster Avengers: Infinity War movie, including green skin, dark pink hair highlights and black outfit. She also has a detachable sword and stands on a buildable collector's baseplate for easy display in your home, office or anywhere you like.
Buildable Gamora LEGO® BrickHeadz construction character features BrickHeadz eyes and authentic details from the Avengers: Infinity War movie, including vibrant green skin, dark pink hair and sleek black outfit, plus a detachable sword.
Each LEGO® BrickHeadz construction character comes with its own buildable collector's baseplate.
Have fun growing your LEGO® BrickHeadz collection with other super heroes from the blockbuster Avengers: Infinity War movie, and many more from your favorite films, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create super-cool hybrids or your own amazing characters.
This construction character is suitable for ages 10+.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square.",NA,Gamora,5,BrickHeadz,NA,US,Non-Licensed
7-14,59.99,6,492,4.7,Battle for freedom in the arena with Hulk and Thor!,76088,"Role-play an arena duel between Thor and Hulk and then team up with these two old friends to topple Grandmaster. This awesome LEGO® Marvel Super Heroes Thor vs. Hulk: Arena Clash set features an arena with a sliding gate, secret weapons rack, 2 toppling pillars, smash-function wall and an opening prison cell. Use Thor’s super jumper to knock Grandmaster off his throne and Loki off his seat. Includes 4 minifigures plus a Hulk big figure with assorted weapons and accessories to intensify the action play.
Build the Grandmaster’s arena and stage an epic super hero showdown!
As featured in the Thor: Ragnarok movie
Includes Thor, Loki, Grandmaster and Sakaarian Guard minifigures, plus a Hulk big figure
LEGO Marvel Super Heroes building toys are compatible with all LEGO construction sets for creative building
The arena is over 7” high, 15” wide and 2” deep when opened
492 pieces – For LEGO fans between the ages of 7 and 14 years old",Average,Thor vs. Hulk: Arena Clash,4.3,Marvel Super Heroes,4,US,Licensed
7-14,59.99,7,375,4.1,Get ready for a clash of the Hulks!,76078,"Pitch Team Hulk against Team Red Hulk in this sturdy LEGO® Marvel Super Heroes set. Fit the characters onto their tough vehicles and crash them into each other to send the big figures flying into battle. For even more fun battle action, fire the vehicle-mounted twin stud shooters and 6-stud shooter. Includes 2 minifigures and 2 big figures.
Build a fun and power-packed showdown between Team Hulk and Team Red Hulk, with giant muscle cars that launch the Hulks into action when they smash into each other!
Vehicles feature jumping Hulk functions, big rolling wheels, stud-shooting blasters, and more!
Includes Hulk and Red Hulk big figures, and She-Hulk and Red She-Hulk minifigures
LEGO Marvel Super Heroes building toys are compatible with all LEGO construction sets for creative building
Team Hulk vehicle is over 5” high, 7” long, and 4” wide. Team Red Hulk vehicle is over 2” high, 7” long, and 5” wide
375 pieces – For boys and girls between the ages of 7 and 14 years old",Easy,Hulk vs. Red Hulk,3.7,Marvel Super Heroes,2.3,US,Licensed
7-14,49.99,6,400,4.8,Fight for the future of Asgard!,76084,"Fly the Commodore spaceship and team up with Thor, Bruce Banner and Valkyrie to take on Hela, her Berserkers and the Fenris wolf in this exciting LEGO® Marvel Super Heroes The Ultimate Battle for Asgard set. The Commodore has 2 dual stud shooters and a minifigure-drop function, while the buildable Fenris wolf figure features posable joints for different battle poses. Includes 6 minifigures with assorted weapons such as Thor and Hela’s firing Power Blasts to intensify the role-play action.
Build the Commodore spaceship and fight Hela & Fenris for the future of Asgard!
As featured in the Thor: Ragnarok movie
Includes Thor, Bruce Banner, Valkyrie, Hela & 2 Berserker minifigures, plus a buildable Fenris wolf figure
LEGO Marvel Super Heroes building toys are compatible with all LEGO construction sets for creative building
The Commodore is over 1” high, 8” long and 7” wide. Fenris is 3” high, 6” long and 2” wide
400 pieces – For LEGO fans between the ages of 7 and 14 years old",Easy,The Ultimate Battle for Asgard,4.3,Marvel Super Heroes,4.5,US,Licensed
7-14,39.99,23,375,4.4,Intercept The Shocker and take down the Vulture!,76083,"Team up with Spider-Man and Iron Man to catch up with The Shocker’s Van and tackle the Vulture’s attacks in this thrilling LEGO® Marvel Super Heroes Beware the Vulture set. The Shocker’s Van opens up for easy play and includes a mounted, adjustable 6-stud rapid shooter, a buildable rifle and buildable tech egg, while Vulture’s wings have 2 detachable stud shooters. Includes 4 minifigures with assorted weapons and accessory elements such as Spider-Man’s firing Power Blasts.
Build an epic chase scene featuring Spiderman and Iron Man vs. The Vulture and The Shocker!
Featured in the sensational Marvel Studios film Spiderman: Homecoming
Includes minifigures of Spiderman and Iron Man with a van that opens, 6-stud rapid shooter and boosters for Iron Man’s feet and hands
LEGO Marvel Super Hero building toys are compatible with all LEGO construction sets for creative building
Van measures 2 inches high, 5 inches long, and 2 inches wide. The Vulture’s wingspan measures 2 inches high, 7 inches long, and 1 inch wide
375 pieces – for boys and girls between the ages of 7 and 14 years old",Average,Beware the Vulture,4.6,Marvel Super Heroes,3.9,US,Licensed
7-14,29.99,7,358,4.7,Capture Killmonger with Nakia’s awesome Royal Talon Fighter!,76100,"Help Black Panther and Nakia win the ultimate battle against super villain Killmonger and Ulysses Klaue, with this awesome LEGO® Marvel Super Heroes Royal Talon Fighter Attack set. The Royal Talon Fighter features an opening minifigure cockpit, 2 stud shooters and a rear prison compartment to trap a minifigure. The set also includes 4 minifigures with weapons to intensify the role-play conflict.
Includes 4 minifigures: Black Panther, Nakia, Killmonger and Ulysses Klaue.
The ancient mask-shaped Royal Talon Fighter features an opening minifigure cockpit, rear prison compartment to trap a minifigure and 2 stud shooters.
Weapons include Nakia's 2 disc blades, Killmonger's flick missile shooter and Ulysses Klaue's ultrasonic robotic hand.
Also includes Killmonger's mask element.
Recreate epic moments from the Marvel Super Heroes Black Panther movie.
Royal Talon Fighter measures over 2” (7cm) high, 8” (21cm) long and 6” (16cm) wide.",Average,Royal Talon Fighter Attack,4.7,Marvel Super Heroes,4.8,US,Licensed
7-14,29.99,10,377,4.8,Send in Iron Man to rescue Agent Coulson from Detroit Steel!,76077,"Help Iron Man rescue Agent Coulson from Justin Hammer in his highly posable Detroit Steel weaponized mech with minifigure cockpit, arm-mounted chainsaw and 6-stud shooter. Agent Coulson’s classic car features foldable wheels for high-flying role-play adventures. Includes 3 minifigures.
Includes 3 minifigures: Invincible Iron Man, Agent Coulson and Justin Hammer.
Detroit Steel mech features a minifigure cockpit, fully posable legs, arms and hands, 2 movable wings, arm-mounted chainsaw and a 6-stud shooter.
Agent Coulson’s car Lola features 2 opening doors and folding wheels for flight mode.
Attach the Power Blast elements to Iron Man's hands, then push inwards to fire!
Fold Lola's wheels for flying mode and make a quick escape.
Weapons include Agent Coulson's gun and new-for-spring-2017 Power Blast weapons.
Also includes 3 translucent-blue thruster accessory elements.
This set offers an age-appropriate build and play experience for ages 7-14.
Detroit Steel stands over 5” (14cm) tall.
Lola measures over 1” (4cm) high, 5” (14cm) long and 2” (6cm) wide.",Easy,Iron Man: Detroit Steel Strikes,4.6,Marvel Super Heroes,4.3,US,Licensed
6-12,19.99,6,229,4.4,Battle Killmonger for the precious vibranium with Black Panther!,76099,"Team up with Black Panther and Okoye in a Rhino Face-Off by the Mine against masked super villain Killmonger. This LEGO® Marvel Super Heroes set features a posable rhino figure with stud shooters and a rail track with moving mining cart. Tip the mining cart or activate the rail track's explode function to knock over the cart and spill the vibranium. This exciting set includes 3 minifigures.
Includes 3 minifigures: Black Panther, Okoye and Killmonger.
Rhino features a minifigure seat, posable head and legs, rhino horn elements and 2 stud shooters.
Mining cart features a tipping function and translucent-blue vibranium nugget elements.
Activate the rail track's explode function to knock over the cart.
Also includes Okoye's spear.
Recreate epic moments from the Marvel Super Heroes Black Panther movie.
Rhino measures over 3” (8cm) high, 5” (15cm) long and 2” (6cm) wide.
Mining cart measures over 1” (4cm) high, 3” (9cm) long and 1” (3cm) wide.
Rail track measures over 1” (3cm) high, 1” (4cm) wide and 7” (18cm) deep.",Easy,Rhino Face-Off by the Mine,4.7,Marvel Super Heroes,5,US,Licensed
6-12,19.99,9,185,3.9,Foil the masked robbers’ bank raid!,76082,"Help Spider-Man to stop the masked robbers burglarizing the bank in this action-packed LEGO® Marvel Super Heroes ATM Heist Battle set. The bank opens out for easy play and features an exploding window function, a removable ATM and an ATM with an explode function to send LEGO cash elements flying everywhere. The 2 robbers are equipped with a stud-shooting ATM Buster and a gun with hybrid-tech chain to drag the removable ATM away, plus a getaway bike. Attach and fire Spider-Man’s Power Blast weapons to take down the villains. Includes 3 minifigures.
Includes 3 minifigures: Spider-Man and 2 masked robbers.
The bank opens out for easy play and features an opening front door, exploding window function, 2 ATMs—one removable and one with cash-launching explode function and 6 LEGO® cash elements, connection points for Spider-Man to climb the walls, spider web and a fire hydrant outside.
Includes a getaway bike with a minifigure seat.
Also includes the robbers’ buildable hybrid-tech ATM Buster with stud-shooting function.
Weapons include Spider-Man’s 3 Power Blasts and the robbers’ gun with hybrid-tech chain to drag the ATM away.
Attach the Power Blast elements to Spider-Man’s hands and push inwards to fire!
The crook minifigures each have face mask decoration—of Hulk and Captain America.
Bank measures over 3” (9cm) high, 3” (9cm) wide and 3” (9cm) deep, and over 3” (9cm) high, 7” (19cm) wide and 1” (4cm) deep when opened out.
Getaway bike measures over 1” (3cm) high, 2” (6cm) long and under 1” (2cm) wide.",Easy,ATM Heist Battle,3.9,Marvel Super Heroes,4.2,US,Licensed
6-12,19.99,10,160,3.9,Retrieve Captain America's shield from evil Super-Adaptoid!,76076,"Ms. Marvel is on a mission to help retrieve Captain America’s shield from Super-Adaptoid, who is shooting back with his Power Blasts. Use her super-extending arms to attach her to the jet, which features movable wings for flying and attack modes, a minifigure cockpit with space for a shield, and dual disc shooters. Includes three minifigures.
Includes three minifigures: Pilot Captain America, Ms. Marvel and Super-Adaptoid.
Captain America's jet features sweep back wings, dual disc shooters and a minifigure cockpit with shield holder and Captain America logo.
Attach the Power Blast elements to Super-Adaptoid's hands, then push inwards to fire!
Extend Ms. Marvel's flexible arms on either side by sliding them through the super torso.
Push a trigger in the aircraft's tail forward to switch from flying mode into attack mode ,then fire the dual disc shooters at Super-Adaptoid.
Also includes new-for-spring-2017 Power Blast weapons.
Accessory elements include three translucent-blue thrusters, Captain America's shield, Super-Adaptoid's wings, Ms. Marvel's big hands and four shooting discs.
This set offers an age-appropriate build and play experience for ages 6-12.
Captain America's jet measures over 1” (5cm) high, 7” (20cm) long and 7” (18cm) wide with wings swept back.
Captain America's jet with wings extended measures over 1” (5cm) high, 7” (20cm) long and 7” (20cm) wide with wings swept forward.",Easy,Captain America Jet Pursuit,3.7,Marvel Super Heroes,3.9,US,Licensed
4-7,19.99,1,125,5,Swing into action with Spider-Man and catch the Scorpion!,10754,"Buckle up and join Spider-Man as he chases after the Scorpion in his Easy to Build Spidey-car with movable spider legs. This Spider-Man vs. Scorpion Street Showdown set also features a Scorpion car with movable pincers and tail, plus an alley wall with opening window, ramp that connects 2 ways, big web, flexible web ‘string' and a buildable catapult. The building toy set also includes a simple guide to build and play, with bigger starter pieces to help build confidence in younger children. Includes 2 minifigures.
Includes Spider-Man and Scorpion minifigures.
Features an alley wall with rooftop, satellite dish and antenna, opening window, connections for the large web element and wall climbing, plus a detachable ramp that works both ways and a small buildable catapult.
Also includes 2 vehicles – a Spidey-car with extra legs, large rear spoiler and a connector on the front and back to attach the web ‘string', and a Scorpion-car with movable pincers and tail.
Climb up the side of the alley wall to look for Scorpion’s car.
Hop in the Spidey-car and launch yourself up the ramp out of the alley to race after Scorpion.
Turn the ramp around and chase the villain back into the alley.
Launch the web ‘balls’ at Scorpion’s car before you sling the big web and stop him.
Accessory elements include 2 web ‘balls', trash can, stack of newspapers, large web element, a banana and a flexible web ‘string' that connects to the Spidey-car or Spider-Man's hand.
This exciting building toy is an age-appropriate build and play experience for ages 4-7.
Includes Easy to Build models with bigger starter pieces and Quick-Start bases, plus a simple guide to get children building and playing quickly.
LEGO® Juniors sets are fully compatible with LEGO Marvel Super Heroes franchise sets.
Alley measures over 4” (12cm) high, 3” (8cm) wide and 2” (6cm) deep.
Spidey-car measures over 1” (3cm) high, 3” (9cm) long and 2” (7cm) wide.
Scorpion car with tail raised measures over 3” (9cm) high, 4” (11cm) long and 2” (7cm) wide.",NA,Spider-Man vs. Scorpion Street Showdown,4,Juniors,4,US,Non-Licensed
5-12,9.99,2,79,3.5,Match Thor against Loki in an epic Mighty Micros clash!,76091,"Stage a sibling showdown with this fun LEGO® Marvel Super Heroes Mighty Micros: Thor vs. Loki set, featuring Thor’s Mighty Micros car with adjustable wing elements and Loki’s Mighty Micros car with Viking horn elements. Loki is equipped with a scepter and Thor has his iconic Mjölnir hammer to add to the role-play action. This fun superhero toy for kids includes 2 minifigures with mini legs.
Includes Thor and Loki minifigures with mini legs.
Thor’s Mighty Micros car features 2 adjustable wing elements.
Loki’s Mighty Micros car features 2 silver-colored Viking horn elements.
Weapons include Thor’s Mjölnir hammer and Loki’s scepter.
Accessory elements includes Thor's cape and Loki's helmet.
Multiple Mighty Micros sets to collect, including 76089 Mighty Micros: Scarlet Spider vs. Sandman and 76090 Mighty Micros: Star-Lord vs. Nebula for even more battle fun.
This fun superhero toy for kids is suitable for ages 5-12.
Thor’s car measures over 1” (4cm) high, 2” (6cm) long and 2” (6cm) wide.
Loki’s car measures over 1” (5cm) high, 2” (6cm) long and 1” (4cm) wide.",Easy,Mighty Micros: Thor vs. Loki,3.5,Marvel Super Heroes,3,US,Licensed
5-12,9.99,NA,86,NA,Help Star-Lord grab the stolen mixtape from Nebula!,76090,"Join Star-Lord in a LEGO® Marvel Super Heroes Mighty Micros pursuit of villain Nebula. Match Star-Lord’s Milano vehicle against Nebula’s Necrocraft, which features vehicle-bashing reinforced side armor. Star-Lord has a reversible 2-faced head and is equipped with a space blaster to help him retrieve his stolen mixtape element from Nebula. This popular superhero toy for kids includes 2 minifigures with mini legs.
Includes Star-Lord and Nebula minifigures with mini legs.
Star-Lord’s Mighty Micros Milano features dual rear boosters and a translucent-blue windshield.
Nebula’s Mighty Micros Necrocraft features reinforced side armor.
Also includes Star-Lord's space blaster and stolen mixtape element.
Turn Star-Lord's head to show either his face or his masked face.
Multiple Mighty Micros sets to collect, including 76089 Mighty Micros: Scarlet Spider vs. Sandman and 76091 Mighty Micros: Loki vs. Thor.
This popular superhero toy for kids is suitable for ages 5-12.
Star-Lord’s Milano measures over 1” (3cm) high, 1” (5cm) long and 2” (7cm) wide.
Nebula’s Necrocraft measures over 1” (5cm) high, 1” (5cm) long and 2” (7cm) wide.",NA,Mighty Micros: Star-Lord vs. Nebula,NA,Marvel Super Heroes,NA,US,Licensed
5-12,9.99,NA,89,NA,Jet into a fun-packed Scarlet Spider vs. Sandman clash!,76089,"Stage a LEGO® Marvel Super Heroes Mighty Micros duel between Scarlet Spider's Spider Jet and his super villain enemy Sandman’s Sand Loader. Scarlet Spider is equipped with a spade element and Sandman has a sand mallet to add to the role-play battle fun. This cool superhero toy for kids includes 2 minifigures with mini legs.
Includes Scarlet Spider and Sandman minifigures with mini legs.
Features Scarlet Spider’s Mighty Micros Spider Jet with jet wings and booster, and Sandman’s Mighty Micros Sand Loader.
Also includes Sandman’s sand mallet and Scarlet Spider’s spade element.
Multiple Mighty Micros sets to collect, including 76090 Mighty Micros: Star-Lord vs. Nebula and 76091 Mighty Micros: Thor vs. Loki.
This cool superhero toy for kids is suitable for ages 5-12.
Scarlet Spider's Spider Jet and Sandman's Sand Loader each measure over 1” (4cm) high, 1” (5cm) long and 1” (4cm) wide.",NA,Mighty Micros: Scarlet Spider vs. Sandman,NA,Marvel Super Heroes,NA,US,Licensed
5-12,9.99,1,79,5,Begin a battle of the bugs with Spider-Man and Scorpion!,76071,"Role-play a daring duel between Spider-Man and his venomous enemy Scorpion. Scorpion’s Mighty Micros car features movable pincers and tail with sting, while Spider-Man’s blue and red buggy features exhaust pipes. The super villain also has a mini-scorpion to match Spider-Man’s mini-spider. Includes two minifigures with mini legs.
Includes Spider-Man and Scorpion minifigures with mini legs.
Move the tail and pincers of Scorpion’s Mighty Micros car and attack Spider-Man!
Scorpion’s Mighty Micros car features dual pincers and a tail with sting.
Accessory elements include a mini-scorpion and a mini-spider.
This set offers an age-appropriate build and play experience for ages 5-12.
Spider-Man's Mighty Micros car measures over 1” (3cm) high, 1” (5cm) long and 1” (4cm) wide.
Scorpion's Mighty Micros car withclaws retracted measures over 2” (6cm) high, 1” (5cm) long and 1” (5cm) wide.",Very Easy,Mighty Micros: Spider-Man vs. Scorpion,4,Marvel Super Heroes,5,US,Licensed
7-14,29.99,12,323,4.3,Team up to take on Ayesha and save the galaxy!,76080,"Stage a cosmic battle with this action-packed Guardians of the Galaxy set featuring Ayesha’s Golden Drone spaceship with two stud shooters, and Yondu’s Laser Drill spaceship with a spring-loaded missile, sliding minifigure cockpit and opening side panels. Includes three minifigures and a Groot figure in Ravager costume.
Build the battle on Ego’s planet between Ayesha’s golden drone and the Guardians of the Galaxy’s laser drill spaceship, with spring-launching missile, stud-shooters, and exploding cliff section!
Featured in Guardians of the Galaxy Vol. 2
Includes minifigures of Yondu, Star-Lord and Ayesha, plus Baby Groot figure with Ravager jacket decoration
LEGO Marvel Super Heroes building toys are compatible with all LEGO construction sets for creative building
Laser drill is 3” high, 6” long, and 2” wide. Golden drone is 1” high, 2” long, and 3” wide. Planet cliff section is 2” wide, 2” deep, and under 1” high
323 pieces – For boys and girls between the ages of 7 and 14 years old",Average,Ayesha's Revenge,4.8,Marvel Super Heroes,4.3,US,Licensed
6-12,29.99,14,330,4.7,Jump to the rescue and control the blaze with the Avengers and Spider-Man!,76067,"Launch Captain America and Hawkeye against Spider-Man and Vision at the airport. Create an explosion effect by twisting the truck’s wheel cog to pop up the flames. Use the Super Jumper to launch Spider-Man at the burning truck and put out the fire, push the wind sock to trigger the exploding barrel function, and jump Hawkeye over the flame elements on his motorbike. Combine this set with 76051 Super Hero Airport Battle for an even bigger clash. Includes 4 minifigures.
Includes 4 minifigures: Captain America, Spider-Man, Hawkeye and Vision.
Features a tanker truck with detachable container and exploding function, wind sock with exploding barrels function and Hawkeye's motorbike.
Twist the tanker truck's wheel cog to open the fuel container and create an explosion effect with flames bursting out.
Activate the Super Jumper to launch Spider-Man at the exploding fuel container, or hit the wind sock to trigger the exploding barrel effect.
Also includes Hawkeye's bow and arrow element.
Accessory elements include Captain America's shield, Spider-Man's web blast, Vision's cape, 2 flames, fire extinguisher and a Super Jumper.
This set offers an age-appropriate building experience for ages 6-12.
Combine with 76051 Super Hero Airport Battle to stage an even bigger encounter.
Tanker truck measures over 2” (7cm) high, 9” (25cm) long and 2” (7cm) wide.
Motorbike measures over 2” (6cm) long, 1” (3cm) high and under 1” (2cm) wide.
Wind sock measures over 5” (14cm) high, 1” (3cm) wide and 1” (5cm) deep.",Easy,Tanker Truck Takedown,4.8,Marvel Super Heroes,4.6,US,Licensed
7-14,29.99,15,358,3.8,Banish the portal beast from Doctor Strange’s Sanctum Sanctorum!,76060,"Stage a mysterious battle at Doctor Strange’s Sanctum Sanctorum, featuring a portal beast with moving tentacles, eyes and teeth. Use the levitating function levers to hover the Super Heroes around the house. Attach the cape of levitation to Doctor Strange and fly him towards the portal beast to use the mystical artifacts in battle. Trap a minifigure in the tentacles and stage a heroic rescue. Includes 3 minifigures.
Includes 3 minifigures: Doctor Strange, Karl Mordo and The Ancient One.
Doctor Strange's Sanctum Sanctorum features a portal beast with rotating teeth, moving eyes and tentacles that can trap minifigures, shelves for mystical artifact accessories, levitation effect for 2 minifigures, and levitation function for Doctor Strange's cloak.
Weapons include Karl Mordo's quarterstaff and The Ancient One's magical fans with eldritch calligraphy.
Accessory elements include Doctor Strange's cloak of levitation and magical power elements with eldritch calligraphy markings.
This set offers an age-appropriate building experience for ages 7-14.
Sanctum Sanctorum measures over 4” (11cm) high, 12” (31cm) wide and 7” (18cm) deep.",Average,Doctor Strange's Sanctum Sanctorum,4.5,Marvel Super Heroes,4.5,US,Licensed
6-12,19.99,9,197,4.3,Team up with Mantis and Rocket and fight back against Taserface!,76079,"Stage a forest face-off between Taserface in his M-ship, featuring four stud shooters and a minifigure cockpit, and Rocket and Mantis, who are hiding in the forest setting featuring a buildable tree with branch elements. Help the two Guardians of the Galaxy build the six-stud shooter, then fire at the approaching M-ship and work as a team to fend off the Ravagers. Includes three minifigures.
Includes three minifigures: Mantis, Rocket and Taserface.
Features a forest setting with buildable tree and six-stud shooter, plus an M-ship with a minifigure cockpit and four stud shooters.
Weapons include Taserface’s big gun and Rocket’s two guns.
M-ship measures over 1” (5cm) high, 4” (11cm) long and 6” (17cm) wide.
Tree measures over 3” (8cm) high, 4” (12cm) wide and 3” (8cm) deep.",Easy,Ravager Attack,4.4,Marvel Super Heroes,4.8,US,Licensed
6-12,12.99,25,92,4.2,Take down the Ultron jet with super-jumping Iron Man!,76029,"Team up with Iron Man MK45 to take on the Ultron army in an ultimate battle! Defend against aerial attacks from the Ultron vehicle piloted by the Ultron Sentry Officer. Take cover as Ultron Sentries leap from the back of the vehicle and fire their stud shooters. Then activate Iron Man’s Super Jumper to topple the Ultron Sentry Officer and bring the vehicle crashing to the ground! Includes 4 minifigures with assorted weapons and accessories: Ultron Sentry Officer, 2 Ultron Sentries and Iron Man MK45.
Includes 4 minifigures with assorted weapons and accessories: Ultron Sentry Officer, 2 Ultron Sentries and Iron Man MK45
Ultron vehicle features 2 antennas, adjustable wings and attachment points for Ultron Sentries
Weapons include 2 stud shooters
Accessories include Iron Man’s iconic helmet, thrusters and Super Jumper (new for spring 2015), and the Ultron Sentries’ thrusters
Take on the Ultron army with Iron Man MK45
Dodge the Ultron Sentries’ stud shooters
Topple the Ultron SentryOfficer with super-jumping Iron Man!
Ultron vehicle measures over 5” (8cm) high, 3” (10cm) long and 3” (10cm) wide",Very Easy,Iron Man vs. Ultron,4.5,Marvel Super Heroes,4.4,US,Licensed
5-12,9.99,10,94,4.4,Thrust Iron Man into battle against evil Thanos!,76072,"Play out a fun Mighty Micros battle between two powerful rivals. Iron Man’s car features rear rocket thrusters for fast-play action and includes a wrench to dismantle his enemy’s car. Thanos’ Mighty Micros car features five Infinity gem elements and movable front fingers that resemble the Infinity Gauntlet. Includes two minifigures with mini legs.
Includes Iron Man and Thanos minifigures with mini legs.
Thanos’ Mighty Micros car features five movable fingers and five Infinity gem elements.
Iron Man’s Mighty Micros car features dual rear rocket thrusters.
Use Iron Man’s wrench to dismantle Thanos' Infinity Gauntlet-style car!
Accessory elements include Iron Man's wrench and boosters, and Thanos' Infinity Gauntlet.
This set offers an age-appropriate build and play experience for ages 5-12.
Iron Man's Mighty Micros car measures over 1” (3cm) high, 1” (5cm) long and 1” (4cm) wide.
Thanos’ Mighty Micros car measures over 1” (3cm) high, 1” (5cm) long and 1” (5cm) wide.",Very Easy,Mighty Micros: Iron Man vs. Thanos,4.4,Marvel Super Heroes,4.6,US,Licensed
10+,9.99,8,96,4,Stand your ground with your own LEGO® BrickHeadz Iron Man!,41590,"New for March 2017, LEGO® BrickHeadz construction characters are a brand new way to collect, build and display iconic characters from your favorite movies, TV series, games and comics. This Iron Man BrickHeadz construction character is fun to build using colorful LEGO System bricks that recreate all of his iconic details, including red and yellow suit of armor decoration. He also stands on a buildable baseplate with series number and BrickHeadz icon for easy display, so you can add a touch of Iron Man mightiness to any room or office.
Buildable Iron Man LEGO® BrickHeadz construction character features colorful and authentic detailing, BrickHeadz eyes, plus a display baseplate.
Each LEGO® BrickHeadz construction character comes with its own buildable collector’s baseplate featuring series number and BrickHeadz icon.
Have fun growing your LEGO® BrickHeadz collection with other classic characters, including 41589 Captain America, 41591 Black Widow and 41592 The Hulk, from your favorite movies, TV series, games and comics.
Mash up your LEGO® BrickHeadz construction characters to create supercool hybrids or your own amazing characters.
Stands over 2” (7cm) tall without baseplate.
Baseplate measures over 1” (4cm) square and under 1” (1cm) high.",Easy,Iron Man,4.9,BrickHeadz,4.4,US,Non-Licensed
